first_name,last_name,date_of_birth,sender_card_number,receiver_cc_number,transaction_amount,transaction_date,is_fraud
Albert Fischer,Kimberly Patterson,1918-03-14,5303130576656159,2258562503897187,74770.50,2022-08-04 05:58:04,0
Kylie Swanson,Michelle Lee,1918-09-20,5574368734280163,2550376009888136,80337.34,2022-09-22 07:17:33,0
Jennifer Martinez,Melanie Gay,1948-02-27,2514146840224790,2260802187864145,91638.02,2022-01-16 20:29:13,0
Aaron Brown,Samantha Roberts,2007-11-12,2245326765599071,2702676281277396,29614.92,2022-04-18 13:36:19,0
Veronica Gomez,Michelle Taylor,1998-04-03,2619642466241054,2253065225250094,62427.39,2022-05-23 23:01:17,0
Steven Harrison,Charles Blanchard,1932-06-04,5193480811714013,2715607397759154,38211.13,2022-04-28 21:33:29,0
Jordan Bautista,Philip Jones,2021-12-28,2265621414275718,2272965773124137,79432.77,2022-05-24 11:07:39,0
Holly Davis,Mr. Zachary Price Jr.,1995-07-28,5177142091858502,5110570568183857,82499.13,2022-03-09 17:14:25,0
Hannah Briggs,Rachel Martin,1980-10-14,2249444987758072,2264461688114256,93359.83,2022-01-29 16:38:21,0
Courtney Johnson,Nicole Terry,1982-06-24,2233077901058662,2288722682900129,81509.67,2022-08-13 00:07:45,0
Tonya Schwartz,Jonathan Haas,1911-09-05,2311364415576545,2720804757655410,14171.13,2022-05-12 11:50:32,0
Javier Brown,Christopher Wise,1986-04-01,2311724035660864,2545645596335208,42950.52,2022-03-13 20:21:35,0
Michael Perry,Sarah Hoffman,1969-10-11,2294088352974717,5533770791487484,96134.97,2022-07-29 23:17:18,0
Anthony Smith,Chad Sims,2006-01-13,2222108499031952,2228158548039682,73127.07,2022-02-04 04:59:49,0
Jasmine Terrell,Carol Macias,1935-07-19,2285879601537532,2221113054785027,40810.40,2022-01-20 02:22:21,0
Daniel Flores,Mark Smith,1908-10-14,5576156071559200,2720167463416927,98895.49,2022-10-16 12:50:37,0
Michelle Hall,Norman Bryant,2013-01-24,2665509494339528,2703911188367837,55096.04,2022-06-05 13:20:49,0
Thomas Ramos,Ian Harding,2010-12-15,2702599675541278,2714217639824526,98544.63,2022-10-11 03:44:48,0
Carrie Graham,Alyssa Aguirre,1907-05-08,5436466505885240,2573001037608073,18233.29,2022-10-21 20:42:07,0
Brenda Ellison,Daniel Howard,1927-12-31,2296266549571921,5237557095566397,3886.19,2022-06-06 13:13:55,0
Alexis Martinez,Jamie Kelly,1910-06-26,2286916595202779,2443345000515098,48882.00,2022-06-09 16:23:35,0
Laura Price,Kelly Floyd,1962-08-17,2627121836164833,5410621103770059,28542.19,2022-04-23 05:42:44,0
Michael Frank,Michael Wood MD,2000-03-28,2719552150913984,2269152800918824,69734.77,2022-03-01 11:53:00,0
Scott Robinson,Cynthia Tyler,1956-02-05,5357308769357828,2277433836542527,92219.94,2022-02-03 20:01:38,0
Max Mathis,John Perez Jr.,1955-04-10,5264853697918441,2707582153604565,23385.37,2022-08-11 21:42:34,0
Erica Andrews,Charles Walker,1969-05-03,2720784291642704,5593298093297671,290.48,2022-06-07 15:10:18,0
Brandon Anderson,William Anderson,1981-05-13,5371935446091016,2719025826296670,8377.55,2022-02-04 18:29:18,0
Jacqueline Daniels,Allison Schmidt,1982-06-10,2718052937914265,2286827872604647,36207.70,2022-04-13 13:56:27,0
Stephen Lucas,Steven Newman,1936-02-09,5587706553656333,5359795563865493,44303.25,2022-10-30 08:15:21,0
Todd Hernandez,Michael Chambers,1937-07-12,2284205189125584,2226032219585780,56453.15,2022-03-15 19:33:53,0
Stephen Duke,Jessica Miller,1993-07-17,2707724633771115,2433101051264082,8420.79,2022-03-25 09:36:21,0
Amber Willis,Joseph Ruiz,2014-01-07,2720651177522229,2470541273596437,60129.25,2022-06-06 16:54:53,0
Jennifer Stevens,Marcus Rush,1998-11-07,2509182498373594,2311643100579686,99633.10,2022-05-01 08:14:17,0
Kathleen Smith MD,Adam Morgan,1929-09-04,2287017354280822,2248701119200179,83976.24,2022-09-20 04:28:32,0
Alexandra Miles,James Aguilar,1979-08-07,5427473455967680,2317836498024356,53546.72,2022-04-29 14:37:52,0
Sherry Ross,Veronica Harper,1940-06-21,2662796952887196,2222054094911927,64311.49,2022-05-17 21:18:10,0
Laura Garcia,Andre White,1917-03-26,2524981451022226,2292101257195841,1181.91,2022-04-15 22:47:04,0
Joseph Hinton,Joseph Bridges,1958-04-04,2716931143058151,2518671020776737,99679.08,2022-10-14 04:00:42,0
Amy Aguilar,Taylor Johnson,1929-11-11,2720558542374105,2648939324659294,6184.35,2022-05-04 17:14:16,0
Andre Booth,Jacob Jones,1976-06-10,2325745313140299,2245074344287293,31152.21,2022-08-11 13:30:31,0
Linda Chang,James Eaton,1980-06-09,2708008143761447,5300243851996928,81304.39,2022-09-12 20:27:13,0
Tyler Griffith,Jennifer Sims,1907-12-27,2506523754620017,2290067090006291,48753.44,2022-06-02 12:36:34,0
Nicholas Diaz,Julie Wolfe,2011-01-24,2665727008471179,2546317376555889,12951.41,2022-06-30 17:29:34,0
Charles Salazar,Denise Taylor,1994-11-21,2702975947293734,2710893643703908,91550.80,2022-11-10 18:42:43,0
Daniel Kelly,Justin Frank,1990-10-13,2288945378940626,5441525082939010,60131.17,2022-07-14 09:57:21,0
Kristy Johnson,Carrie Reed,2007-07-12,2295130679276936,5541713180972641,63170.93,2022-11-03 21:43:06,0
Joel Walker,Shelby Morris,1926-05-26,2703871143390284,2420085996541834,55527.86,2022-07-13 16:03:07,0
Miranda Jones,Christopher Mitchell,1917-01-01,2634099400922300,2407432777246158,3721.34,2022-10-29 11:22:57,0
Alicia Griffin,Terry Horton,1914-07-07,2280506466856930,2238696905884719,25598.98,2022-04-12 17:09:00,0
Robert Kennedy,Cory Lambert,1973-02-27,2248401137634232,5264363794610701,74812.85,2022-11-04 20:11:42,0
Ariana Shelton,Melinda Weber,1924-06-26,5416984684013271,2238650240765877,75642.82,2022-03-26 14:49:28,0
Brenda Shepherd,Christina Lopez,1952-01-08,5489675390374161,2253982465301876,6916.39,2022-03-25 07:14:19,0
Kenneth Johnson,Samantha Harris,1968-07-14,2457067257413933,2236214395290157,485.93,2022-02-28 20:53:21,0
Roy Williams,Christopher Anderson,1922-04-16,2638735727118579,5263557468287081,81385.94,2022-07-28 18:54:07,0
Jose Booth Jr.,Dr. Lydia Castillo,1934-10-26,2716324370736220,2567626982255476,77898.20,2022-05-12 13:21:16,0
Shane Schultz,Christina Mcdonald,2009-10-06,2679274886272811,2383862137631947,20829.98,2022-08-17 15:01:45,0
Lindsey Mejia,Katie Mack,1917-12-30,5187101688994235,5544459978701191,55255.86,2022-08-26 07:14:56,0
Andrea Sanders,Heidi Holland,2002-11-15,2290035340055707,2707986040343875,19350.46,2022-01-28 11:06:44,0
Mary Waters,Abigail Johnson,1975-09-19,5269482622406754,2233356686934762,11828.20,2022-01-30 10:45:41,0
Larry Livingston,James Lucas,1922-09-13,2236887432182915,2303247605837357,97762.03,2022-01-03 08:29:45,0
Melissa Johnson,Jordan Ortiz,1957-04-01,5279916672990314,2258326224938385,21545.85,2022-08-20 00:29:45,0
Kayla Brown,Rebecca Davis,1933-05-30,2571548525483395,2223975731464582,23161.03,2022-02-14 07:39:07,0
Mark Craig,Ms. Carrie Coleman,1909-12-02,2393395773138727,2700262481125511,78564.15,2022-01-08 15:04:50,0
Stephanie Patel,Christina Smith,1912-06-07,2284479565466686,5406246499920237,69051.56,2022-10-13 06:04:09,0
Christine Glass,Carl Meyers,1908-11-27,2720711073874452,2298862932001126,73661.85,2022-11-03 16:21:17,0
Tonya Watson,Mrs. Amanda Diaz,1950-01-24,2260034977085042,2233437185050175,25612.19,2022-08-28 04:03:11,0
Anthony Blackwell,Tracy Smith,1950-04-12,2585982923994634,5388189976911802,19701.76,2022-02-15 18:18:54,0
Jasmine Santiago,Joseph Long,1946-06-15,2255009718690471,2228070559533687,21659.97,2022-08-20 20:56:06,0
Adam Kent,Amy Smith,1972-12-31,2294350089296941,2319236219345271,52169.73,2022-10-21 13:58:02,0
Danny Carlson,Alexa Carr,1966-04-21,2658595492099940,2715600081775370,72580.29,2022-09-13 05:27:50,0
Renee Williams,Matthew Anderson,1912-07-28,2709474913380892,5146240643780964,60505.78,2022-07-01 01:25:52,0
Mary Fowler,Jeremy Reid,2007-02-08,5366085525497853,2720035942162927,24343.00,2022-03-31 09:38:59,0
Eric Sloan,Kelly May,1964-09-28,2348227257710216,5141209290191382,66620.19,2022-01-26 03:30:21,0
Margaret Floyd,Terri Lopez,1916-08-12,2717068645837490,2559609144749206,24780.23,2022-09-06 21:05:55,0
Melissa Myers,Michelle Williams,2022-10-24,2244308611318881,5111067027000292,89076.23,2022-04-27 15:28:00,0
Tonya Smith,Brittany Weaver,1972-10-14,2720092481171116,2716324153360461,89889.69,2022-08-06 03:21:35,0
Mrs. Jennifer Bass,Jeffrey Carr,1910-04-21,5581521349111667,2720802184648719,22696.08,2022-09-14 14:27:34,0
Amy Nixon DDS,Christina Carroll,1972-07-24,2380843294798763,5288982516744761,99473.13,2022-05-08 17:31:11,0
Justin Sanchez,Lance Roberts,1941-11-06,2279824304832184,2242396424994727,76629.54,2022-01-03 01:48:30,0
William Fuller,David Gamble,1956-12-26,5544366492782328,2247563800486561,77372.09,2022-02-13 05:31:23,0
Benjamin Kelly,Kimberly Wiggins,2022-01-15,2262288287192363,2300746954355104,53922.54,2022-02-15 21:26:26,0
Kevin Clark,Ryan Gomez,2010-04-17,5282563435586958,5408467995335088,29294.91,2022-07-11 06:26:22,0
Paige Green,Cory Lee,1968-03-19,2711768554205268,2466031873391096,79969.59,2022-10-16 05:52:29,0
Cody Butler,Stephanie Hughes,1987-04-03,2268425246081576,2282998273301069,87552.79,2022-09-12 19:38:05,0
William Hall,Stephanie Charles,2019-09-29,2703144361751771,5480431740345405,73061.91,2022-06-04 20:31:35,0
Jordan Poole,Christopher Mckinney,1970-08-10,2294568476454969,2255192448849680,93218.41,2022-03-05 10:13:02,0
Benjamin Perkins,Lisa Underwood,2021-08-25,2368139975536978,2233440743290721,59436.50,2022-05-04 21:33:10,0
Christina Harrison MD,Sarah Rowe,1932-06-10,2254947791343503,2228134069203825,57161.16,2022-06-18 19:16:38,0
Maria White,Carlos Harris,1956-07-10,2720804168143311,2710036140294373,67313.78,2022-05-29 11:15:34,0
Timothy Owens,Lisa Obrien,1935-11-10,5521951470175780,5329466342902315,42220.15,2022-11-11 08:11:22,0
Bethany James,Vanessa Whitaker,1995-09-11,5581993288620356,5469635669704336,96526.66,2022-03-12 02:20:06,0
Crystal Nixon,Mckenzie Anderson,1951-11-14,2247128767818519,2254251373351111,90703.35,2022-03-30 09:15:39,0
Gerald Nguyen,Lauren Rhodes,1950-03-20,2710888050245831,2260973031403750,17206.48,2022-11-07 20:05:53,0
Elizabeth George,Alexander Henderson,2010-10-31,2705028032096070,2482025989464052,82508.13,2022-06-18 01:57:33,0
Jennifer Pierce,Rachel Williams,2003-08-30,2288119118999157,2270284100520328,67850.71,2022-10-14 10:44:28,0
Tina Lewis,Timothy Hurley,1995-10-17,2715483553915216,2281912753420878,79927.43,2022-10-29 21:15:24,0
Jacob Kidd,Mr. Leslie Dunn,1951-11-26,5335562792382214,2655988506583087,60224.21,2022-04-01 14:43:18,0
Ashley Cooper,Jillian Castro,1942-08-31,2439591961448649,2277454518229142,24975.54,2022-11-17 16:56:22,0
Mary Hall,Karen Hunter,1985-07-10,2707695612697812,5417500121567205,36948.69,2022-06-13 14:13:46,0
David Myers,Ryan Cole,1995-11-25,2720060037049631,5105668656115976,12495.86,2022-08-27 04:30:20,0
Tristan Murray,Suzanne Dickerson,1909-09-26,2720298633967448,2667308288626754,27499.55,2022-05-19 04:36:03,0
Christine Carlson,Grant Walker,1919-05-23,2660620476075595,2239443999148068,76349.61,2022-09-30 10:30:44,0
Julie Smith,Tonya Smith,1944-11-12,2297670697410247,2230707838723110,32070.50,2022-02-02 03:00:01,0
Randy Richardson,Matthew Barton,1976-03-15,2276928416733413,2292350597789090,86841.86,2022-01-26 03:39:34,0
Tiffany Anderson,Steven Griffith,1985-10-11,2236295618778169,5594144605057873,87710.14,2022-05-14 08:44:33,0
Terrence Hall,Robin Walters,1999-10-29,5173772372496822,2577640045063684,15648.91,2022-01-13 22:22:59,0
Carl Jones,Shawn Anderson,1920-12-13,2543506812883573,2283527575132713,85288.83,2022-04-05 18:09:07,0
Vickie Fritz,Dawn Morris,2021-12-29,2268441459016266,5335676847037134,60057.99,2022-04-25 06:01:31,0
Miss Krista Gaines,Craig Mitchell,1977-02-14,2235815408933459,2294220791365120,50265.70,2022-06-05 19:51:44,0
Leslie Strickland,Ryan Miles,1932-03-04,2711126689320140,2720813664150928,44834.31,2022-04-15 20:07:12,0
Julie Stone,Monica Smith,1925-06-03,5138214721425909,5279565375924151,38024.95,2022-05-20 21:35:43,0
Courtney Hansen,Jennifer Werner,2020-02-23,5376773054767014,5590319407706554,85728.96,2022-11-04 12:24:04,0
Jason Fischer,Hannah Stewart,1993-09-14,2434219946954003,2242705399383809,45484.51,2022-09-20 20:59:44,0
Dana Cruz,David Li,1949-02-28,2640531494525997,2300692007317263,41101.12,2022-06-07 17:21:20,0
Charles Williams,Gabriel Smith,2000-03-14,2236343296516780,2462805533267976,94780.31,2022-06-29 05:00:50,0
Shelby Leon,Christine Mata,1976-04-13,5412220507092075,5503810174726565,40035.57,2022-10-13 18:56:05,0
Brooke Mckenzie,Michael Peterson,1908-02-19,2720798395325578,5448443947071198,25484.66,2022-01-24 02:58:36,0
Danielle Brown,Michelle Perez,1919-03-29,5307777599148089,5188581420972954,99534.24,2022-04-25 02:15:03,0
Jermaine Delacruz,Laura Moody,1948-07-02,2705276552525867,2596408610912926,58148.93,2022-04-24 08:42:38,0
Stephanie Jackson,David Cross,1942-07-19,2707332616891577,2276918052939689,70093.44,2022-01-31 20:20:53,0
Teresa Moran,Sharon Maldonado,1938-08-10,2226867431364930,2669183629141245,19226.04,2022-07-17 02:17:45,0
Julie Fleming,Ashley Miller,1930-11-14,5205790620086577,2697481591425018,61240.49,2022-07-30 07:26:06,0
Jeffrey Hall,Erin Lawson,2004-09-07,2716268619484383,2253546081493548,57494.15,2022-10-10 04:23:14,0
Lisa Ferrell,Rodney Thomas,1944-10-18,2264752573649814,2720801111928889,3046.77,2022-10-22 05:25:44,0
Amanda Brown,Mr. Robert Phillips,1999-10-11,5123179821215301,2572940099128655,9806.63,2022-09-18 15:35:14,0
William Miller,John Wade,1943-10-09,2231885265779588,2720062681334798,52827.75,2022-07-30 14:52:27,0
John Navarro,Stacey Martinez,1992-08-13,2712674684675629,2255131130458236,9810.46,2022-05-08 10:04:45,0
Christopher Hill,Barbara Gibson,1931-02-22,5327355890601852,2672113508214883,27471.06,2022-06-01 23:28:23,1
Jennifer Bryant,Michael Frederick,2022-11-13,2232107874406407,2287232032056383,92692.54,2022-06-24 13:19:23,0
Michael Parker,Luke Willis,1935-06-15,2233296706295895,2720849453934817,27630.51,2022-01-14 09:17:57,0
Devin Zuniga,Charles Reed,1922-05-31,5563226189777088,2679604643570828,48155.96,2022-07-24 00:43:46,0
Ricky Cruz,Reginald Lopez,1928-03-15,2614102588326072,5416231620135671,99060.16,2022-11-03 16:31:17,0
Sandra White,David Smith,1919-07-16,2557361678446310,2287884809788166,4215.08,2022-11-15 18:28:13,0
John Sanchez,Anthony Dawson,2018-10-31,2295276528015130,2293978187924757,3124.50,2022-04-29 06:30:20,0
Heather Roman,Christopher Wilson,1951-08-15,5561198796623744,2261294662290096,23420.40,2022-07-28 21:43:00,0
Jennifer Vang,Michael Huynh,1919-04-18,5488709914115668,2296248592471910,13376.97,2022-02-09 20:52:21,0
Thomas Miller,Robert Valdez,1927-09-06,2287189278653309,5127110871399881,8030.71,2022-07-05 04:02:49,0
Harold Hobbs,John Daniels,1938-09-24,2230633275106314,5137307986281537,93864.57,2022-10-08 20:30:20,0
Karen Mccormick,James Pacheco,1941-05-05,2624531456374632,5337034456330143,31338.04,2022-01-15 20:50:07,0
Debra Hodges,Jessica Baxter,1991-04-04,5449841343592304,2269299954454872,88971.63,2022-06-07 10:45:22,0
Sara Garcia,Hannah Hughes,2005-12-21,2319604080708465,2243799518124888,27014.16,2022-02-03 15:40:22,0
William Johnston,Mary Thornton,2001-10-18,2324356418881281,2271786515162750,35192.25,2022-07-06 20:08:34,0
Erik Mora,Alexis Wilson,1963-05-18,5173610487764793,2557938822318261,86209.23,2022-07-09 11:09:26,0
Casey Reyes,Brooke Miller,1965-03-20,2261843063449758,5439036293660738,76787.62,2022-03-22 03:40:38,0
Jaime Bowers,Christine Alvarez,1927-10-22,2720746811719817,2284197906055972,33094.98,2022-03-06 21:43:32,0
Mrs. Megan Pierce MD,Christina Flores,1913-12-16,5569129904068094,2291211466060917,67143.47,2022-08-05 21:50:15,0
Paul Martin,Brandon Patterson,1977-12-06,2467170926386353,2712503916120635,19738.69,2022-05-13 18:51:40,0
Peter Moreno,Troy Gray,1909-05-19,2297521692410395,5542780721098953,14219.24,2022-07-05 14:11:36,0
Jill Walker,Catherine Weiss,1974-01-25,2226140568749590,5429061523504920,43907.89,2022-01-11 01:40:11,0
Elizabeth Collins,Karen Cole,1983-04-14,2705925001974627,2269442844580114,27653.70,2022-09-15 15:16:03,0
Sandra Lee,Robert Avila,1956-02-16,5322033759822597,2247232089479230,81198.70,2022-03-22 22:57:29,0
Samantha Hernandez,Leon Aguirre,1989-10-06,2225941605844141,2705518723798521,5063.62,2022-02-18 08:16:43,0
Kenneth Santiago,Taylor Smith,1973-06-05,5393436937103000,2718576037372578,82127.86,2022-10-28 16:48:45,0
Ronald Santana,Miranda Robinson,1919-11-26,2269125265992567,5572482157825081,12679.45,2022-10-28 17:08:25,0
John Simpson,Michael Stanley,1982-08-31,2254308608778284,2718387092113976,28476.03,2022-06-09 18:31:53,0
Craig Cooper,Kenneth Perry,2020-05-23,2382139415343680,5194281048837331,38940.72,2022-01-26 18:13:44,0
Roger Lawrence,Kayla Foley,1932-07-29,5381494734478574,2295044051748554,58368.08,2022-04-19 16:28:18,0
Barbara Long,Seth Williams,1945-03-23,2288096000304516,5406329296523469,78083.76,2022-08-07 19:12:36,0
Sean Smith,Joseph Salazar,1971-02-01,2595003246427943,2247083250611824,69319.13,2022-01-18 15:08:58,0
Brent Mooney,Austin Whitaker,1983-12-26,2222024148753377,2231371353019690,91135.18,2022-05-18 04:52:22,0
Gregory Jones,Jordan Higgins,2015-03-18,5447582354959436,2713622464810626,95741.39,2022-11-05 12:36:50,0
Ryan Deleon,Madeline Oliver,1920-12-02,2270830779906832,2716770024793910,9125.20,2022-03-25 13:59:09,0
Erin Chan,Dr. Kevin Mendez,1957-08-04,5103748224386770,2720184751443281,97191.17,2022-01-30 11:37:20,0
Andrew White,Angela Galloway,1971-03-09,5102897714899395,2251736679970120,69864.47,2022-03-25 04:59:13,0
Tammy Mason,Juan Wright,1972-07-02,5230778918126378,2645027369765433,72534.08,2022-02-16 17:50:54,0
Crystal Garcia,Jeff Marsh,1986-08-25,2707652878693548,5201110893629256,24377.22,2022-05-12 16:42:08,0
Alyssa Colon,Douglas Gray,1978-10-26,2287369691195407,2413356387541264,7149.98,2022-08-15 06:37:16,0
Ryan Huffman,Morgan Hawkins,1946-11-26,2221537952170611,5591220536977307,49795.67,2022-02-27 11:49:11,0
Rebecca Johnson,Dr. Austin Riley PhD,1960-05-04,2473323319053476,5356702974783599,72641.23,2022-08-28 08:37:09,0
Deborah Taylor,Kimberly Wilson,1939-01-15,2240913204980502,2263383508806930,18940.22,2022-09-11 15:33:49,0
Brian Torres,Gary Gibson,1978-05-03,2248268038265121,2222536266296780,16067.01,2022-01-15 08:01:20,0
Lisa Martinez,Brett Serrano,1971-07-25,2282725546089100,2246255324837178,51088.37,2022-07-07 23:56:35,0
Jason Davis,Christine Peterson,1985-07-20,5473627553309268,2257251053459447,95233.67,2022-06-18 15:52:13,0
Amanda Parrish,Frank Navarro,1932-07-06,5599310347581992,2238702212498878,70759.90,2022-11-12 22:10:31,0
Jacob Warner,Kevin Caldwell,1997-12-07,2568746528437575,2226011885280686,65965.75,2022-05-02 01:20:45,0
Ellen Collins,Andrew Wilson,1946-05-28,2299597632439379,2309065835723013,29756.33,2022-10-27 19:55:16,0
Joe Harvey,Thomas Jordan,1929-10-02,2238556472298786,5249606145606434,92008.85,2022-08-15 18:04:00,0
Jacob Rivera,Jose Oconnor,1915-12-01,2289574581754175,2306086198221257,54331.43,2022-08-17 05:06:32,0
Lisa Adams,Samantha Turner,1946-04-01,5152529937192907,2521155360391351,74851.46,2022-10-19 02:38:38,0
Mariah Moore,David Daniel,1912-04-14,5318868709555987,2704356542338893,97751.40,2022-04-19 09:32:29,0
Brandon Hill,Ebony Bass,2020-08-13,5560364555960757,2255241341004230,44086.08,2022-08-13 00:29:52,0
Steven Nunez MD,Benjamin Guerrero,1954-07-09,2683354110629251,2264051197675879,37230.58,2022-08-23 11:59:21,0
Edward Rose,Nicholas Ruiz,1946-06-20,2612334180736224,2290524922069699,59946.86,2022-09-21 22:19:17,0
Vanessa Hahn,Michele Perry,1934-09-07,5259150514490499,2588136954067268,66399.78,2022-02-07 20:58:09,0
Timothy Dunn,Johnathan Johnson,1990-08-01,5487002423392783,2653137421014164,11001.23,2022-04-20 14:19:41,0
Kayla Reynolds,Paula Wilson,1907-07-30,2687661192664618,2272358861539145,36424.19,2022-08-09 01:00:06,0
Emily Wong,Catherine Walters,1969-03-03,2605492881171858,2291101966428492,89940.72,2022-04-17 14:07:57,0
Dana Morales,Kelly Robinson,1953-10-11,5513861989115500,2223525239120473,31929.51,2022-09-07 11:52:49,0
Stephanie Weiss,Vanessa Branch,1926-04-05,5530329456292532,2339397106918830,53039.20,2022-02-06 16:49:25,0
Tracy Mendez,Sharon Morris,1934-04-24,2284354637123591,2511009895489663,50594.61,2022-06-27 19:32:28,1
James Walters,Amy Cochran,2006-02-05,2299089254963985,2293089084260194,48956.67,2022-04-20 11:05:57,0
Denise Roberts,Anthony Williams,1972-03-25,5533750641260075,2346022715063510,25790.90,2022-07-10 21:50:55,0
Aimee Ayers,Jeffrey Ford,1931-01-06,5459140554657345,2235703924136502,35770.45,2022-04-26 02:56:58,0
Courtney Thompson,Amy Reed,1974-03-07,5149640892973573,5408800650295561,5696.76,2022-11-11 16:53:21,0
Gary Morton,Brandon Barker,2004-07-04,2282284080231884,2720667761526715,40766.78,2022-08-26 20:09:52,0
Katherine Ross,Phillip Larson,1934-02-11,2221888128272009,5452834905408526,55539.25,2022-03-26 23:03:28,0
Sarah Zhang,Joshua Hoffman,1975-06-23,2272228521009963,2243415796786633,68937.24,2022-02-05 18:09:04,0
Luis Woods,Michael Roberts,1932-09-10,2246147478688517,2222980139869706,69114.60,2022-03-12 09:34:54,0
Daniel Spencer,Juan Robinson,1984-01-02,2263099777349614,5118060985278771,40783.21,2022-07-29 08:55:51,0
Deanna Johnson,Jessica Villa,1923-08-24,2285039945453413,2691046470636815,98656.38,2022-01-03 13:51:18,0
Tiffany Brown,Mark James,1936-05-12,2360119408826236,2254916555185095,94097.84,2022-11-16 04:55:23,0
Jonathan Sandoval,Dawn Wilson,1937-10-02,2242025922638748,5522925235789977,34757.79,2022-03-01 03:24:39,0
Justin Quinn,Emily Patel,2012-04-18,2259938785714481,2512138350535626,95023.33,2022-05-24 01:15:26,0
Robert Hicks,Ryan Bennett,1993-11-24,5176872924140576,2244728660869106,54117.61,2022-06-19 11:39:51,0
Katrina Koch,Connie Peterson,2002-11-03,2288839158947416,5548594604554410,24105.13,2022-02-18 10:18:07,0
Kenneth Thomas,Christina Tucker,1998-05-31,5363271319764996,5437061974364824,61290.00,2022-11-14 22:13:01,0
Jared Martinez,David Mccullough,2004-03-25,2702428920040342,2709222780596086,88301.86,2022-06-16 11:57:53,0
Lisa Walters,Lori Wells,1913-01-20,2257250362273556,2569895612416232,14041.15,2022-03-18 20:13:03,0
Veronica Jacobs,Jennifer Hall,1919-12-04,2341680681147453,2270794887285663,10803.80,2022-08-15 23:39:27,0
Bryan Stein,Jasmine Davis,1986-07-12,2259312339247606,5227875488457145,12065.88,2022-01-15 06:59:55,0
Tiffany Wallace,Amber Espinoza,1947-05-05,2720487168141806,5100931785226170,64874.86,2022-07-24 21:17:57,0
Jennifer Flores,Troy Jenkins,1953-06-11,2340412824034005,2282855236210136,58205.02,2022-06-22 21:48:48,0
Richard White,Keith Walker,1993-04-17,2498506249224834,2323054126922874,32263.24,2022-10-25 12:35:10,0
Benjamin Thompson,Monique Woods,1908-07-08,2714956771177330,2609322816756117,60890.65,2022-10-26 02:59:07,0
Amy Hood,Lucas Munoz,2012-12-10,5554818447282710,2701648021805878,40100.20,2022-11-03 16:36:27,0
Blake Robinson,Mark Foster,1972-06-16,5537338623254963,2275097527375489,91104.70,2022-01-13 19:35:19,0
Lisa Martin,Nicholas Romero,1990-04-23,5598213309218218,2273075548664562,1793.81,2022-07-16 22:27:37,0
Kevin Larsen,Isaac Jackson,2002-08-13,2708276584050543,2381822172243836,49226.59,2022-05-31 10:20:38,0
Bruce Smith,Erica Boyd,1922-11-07,5218708339878816,2321183484924727,95599.38,2022-01-31 03:44:44,0
Melissa Palmer,Katherine Ibarra,1917-01-01,2274867145771801,2466941207319383,37879.82,2022-10-21 08:18:44,0
Cheryl Ingram,Ashley Zimmerman,1930-04-24,5542189789883407,5311319130712265,32821.99,2022-07-24 17:07:11,0
Susan Frye,Holly Johnson,2005-05-21,2275874194308146,2229479185197180,82813.60,2022-08-20 02:06:34,0
Robert Weaver,Leah Mcintyre,1941-05-10,2350903814199342,2242208423422149,3933.79,2022-04-17 20:25:57,0
William Herrera,Ashley Adams,1924-04-17,5498145759983571,5121149315675270,42929.40,2022-02-01 21:57:42,0
Janet Allen,Cheryl Brown,1923-08-25,2720563388944078,2250950189029415,55130.97,2022-09-15 20:45:33,0
Danielle Peterson,Travis Meadows,1984-10-06,2221477442449582,2222044243051097,50713.58,2022-09-22 18:50:57,0
Cory Austin,Gabriel Perez,1994-01-13,5284977246284033,2246703976687938,87654.55,2022-03-08 15:23:23,0
Sean Arroyo,Helen Estrada,1922-08-09,2670541661002558,2265428441711578,5945.90,2022-04-18 11:30:39,0
Tamara Williams,Teresa Banks,1945-11-06,2289000183977444,5361632629129950,87723.05,2022-06-27 21:41:43,0
Ashley Beard,Ernest Terry,2009-09-17,2262082524911515,5117009001306026,97542.76,2022-02-10 11:46:32,0
Penny Lee,Anthony Ramirez,1946-04-29,5114232828371881,5374515929946451,73210.76,2022-10-09 11:12:20,0
Michael Rubio,Michelle Willis,2002-12-14,2267995960859002,2225485733959785,59944.51,2022-07-15 03:16:06,0
Gregory Graham,Angela Pena,2012-09-24,2255198647421247,2282581310157684,78657.43,2022-07-12 12:39:27,0
Kara Jackson,Emily Gordon,1908-05-14,5576716306987276,2294544563994217,72539.91,2022-08-22 01:52:11,0
Anthony Owens,John Bell,1953-11-10,5430051089360798,2233674754755798,62331.69,2022-01-17 23:33:59,0
Mrs. Mariah Anthony,Jennifer Fletcher,1973-04-27,2705093419609648,5574975726623067,10017.28,2022-03-17 07:47:34,0
Kylie Lee,Stephen Hunt Jr.,1937-09-14,2519784026885037,5464126830853819,38495.40,2022-06-17 11:30:59,0
Rhonda Clarke,Tiffany Curtis,1944-10-21,5277014237656281,2273817160982917,15654.63,2022-11-06 17:31:07,0
Ashley Donovan,Michael Goodman,1987-09-14,2574901861838721,5162011280180688,15668.59,2022-05-24 06:57:17,0
Christine Ruiz,Daniel Hahn,1998-07-13,2707659385914309,2227490874685452,2117.73,2022-11-16 09:19:22,0
Stacey Lee,Morgan Perez,1944-09-02,2228640235662876,2277936840106618,52372.39,2022-08-24 03:00:58,0
